Country,Year,Region,Income_Group,Life_Expectancy,HALE,NCD_Mortality_Rate,NCD_PrematureDeaths_Pct,NCD_Prob_Dying_30to70,Obesity_Pct,Mean_BMI,Diabetes_Pct,Hypertension_Pct,Physical_Inactivity_Pct,Tobacco_Smoking_Pct,Alcohol_PerCapita,Health_Expenditure_PerCapita,Health_Expenditure_PctGDP,UHC_Index,OOP_Expenditure_Pct,NCD_RiskFactor_Count
AFG,2010,Eastern Mediterranean,Low,59.00377167,50.47166603,982.292236328,65.698120117,37.6,8.9501388,22.7,16.365888499999997,38.2,26.389519,14.4,0.024892159,46.42438889,8.56967163,38.0,78.9966507,2.0
AFG,2011,Eastern Mediterranean,Low,59.54863714,50.93310189,973.366699219,65.888366699,37.2,9.5871173,22.8,16.8374235,38.4,26.887529,,0.027563104,52.18721771,8.56190777,36.0,73.25517273,3.0
AFG,2012,Eastern Mediterranean,Low,59.92210578,51.25516665,956.131225586,65.324020386,36.5,10.262612,22.9,17.326302000000002,38.6,27.400879,,0.028278207,52.45247269,7.89716864,37.0,74.48620605,3.0
AFG,2013,Eastern Mediterranean,Low,60.43497705,51.69269492,944.337219238,65.456695557,36.0,10.982534,23.0,17.844427,38.8,27.937994,,0.026020036,56.16043472,8.80596447,38.0,72.04785919,3.0
AFG,2014,Eastern Mediterranean,Low,60.42859204,51.69511692,928.481140137,64.498550415,35.4,11.748241,23.2,18.395531,39.0,28.491848,,0.022397389,60.04951096,9.52887821,38.0,73.05592346,3.0
AFG,2015,Eastern Mediterranean,Low,60.32951348,51.61706961,917.511535645,63.90555954,35.0,12.56313,23.3,18.984394,39.2,29.068188,11.9,0.019201694,59.91960526,10.10534763,38.0,78.3822937,3.0
AFG,2016,Eastern Mediterranean,Low,60.39366208,51.65871621,916.821899414,64.007644653,34.9,13.425334,23.4,19.610487,39.5,29.664152,,0.016418643,61.37234497,11.81859016,39.0,75.97433472,3.0
AFG,2017,Eastern Mediterranean,Low,60.8752198,52.04833652,919.190185547,63.75138092,35.0,14.325637,,20.267516999999998,39.7,30.270641,,0.014426353,66.82388306,12.62081718,40.0,75.48258209,3.0
AFG,2018,Eastern Mediterranean,Low,60.48797975,51.72087439,911.75213623,63.461528778,34.6,15.25583,,20.9560125,39.9,30.885082,,0.013377383,71.22509003,14.20841885,42.0,76.22302246,3.0
AFG,2019,Eastern Mediterranean,Low,61.22381311,52.30937005,910.943054199,63.768714905,34.4,16.21054,,21.679301000000002,40.2,31.4998,,0.011442092,74.0642395,14.83131981,42.0,76.818367,3.0
AGO,2010,Africa,Lower-Middle,57.96461105,50.36859207,673.356140137,66.977645874,24.8,8.0547146,22.8,14.506075,39.3,19.48488,,8.436001413,96.95197296,2.36373854,38.0,19.34375572,2.0
AGO,2011,Africa,Lower-Middle,58.75334146,51.05446448,672.086181641,66.620574951,24.7,8.2899854,22.9,14.754041,39.3,19.218645,,8.655232039,122.11888123,2.35561895,39.0,17.99380875,2.0
AGO,2012,Africa,Lower-Middle,59.46233734,51.67331406,660.002929688,66.200241089,24.3,8.5220776,23.0,14.992529999999999,39.3,18.960588,,8.645809459,121.84848022,2.13677311,37.0,17.61917686,2.0
AGO,2013,Africa,Lower-Middle,60.21682799,52.32705987,660.352478027,65.979972839,24.2,8.7573476,23.1,15.236129499999999,39.2,18.71521,,8.748187928,142.78450012,2.4297719,37.0,21.3492775,2.0
AGO,2014,Africa,Lower-Middle,61.13534716,53.09963627,629.012145996,65.397857666,23.1,9.0023339,23.2,15.4868055,39.1,18.487064,,8.319987872,130.5861969,2.15680027,37.0,26.8761673,2.0
AGO,2015,Africa,Lower-Middle,61.59307464,53.49860069,637.366394043,65.364295959,23.2,9.2609555,23.2,15.74881,39.1,18.278337,,7.756705553,107.52857208,2.29966879,39.0,33.52316666,2.0
AGO,2016,Africa,Lower-Middle,61.84956314,53.72970361,631.823059082,64.785751343,23.0,9.5323823,23.3,16.0227325,39.0,18.088612,,7.008422672,94.01481628,2.39068723,40.0,35.20893097,2.0
AGO,2017,Africa,Lower-Middle,62.03682911,53.90308468,627.960510254,64.372459412,22.9,9.8170705,,16.300023499999998,38.9,17.917162,,6.653995919,112.75364685,2.4379425,42.0,34.12101364,2.0
AGO,2018,Africa,Low,62.27158067,54.11595761,658.450317383,64.907897949,24.0,10.116035,,16.588296,38.8,17.764174,,6.151790846,83.87555695,2.29887486,41.0,36.24733353,2.0
AGO,2019,Africa,Low,62.49147407,54.31664954,676.283874512,65.118942261,24.6,10.430336,,16.897669999999998,38.7,17.629074,,5.285114703,64.4466095,2.20394278,45.0,33.14308548,2.0
ALB,2010,Europe,Lower-Middle,76.21290189,66.66637374,499.185333252,37.795829773,18.9,16.569351,26.1,9.82163225,41.5,21.201094,27.5,6.0371425,253.98246765,6.16333199,58.0,59.96680832,2.0
ALB,2011,Europe,Lower-Middle,76.61868023,67.00329306,482.236053467,37.968139648,18.7,17.038259,26.2,10.23153445,41.6,21.368465,,5.599079778,273.75292969,6.11026192,59.0,59.84096909,1.0
ALB,2012,Europe,Lower-Middle,77.34194982,67.74143899,501.073455811,25.686649323,14.0,17.524008,26.3,10.629984400000001,41.6,21.55283,,5.32120181,260.68319702,6.08504725,60.0,58.21257782,1.0
ALB,2013,Europe,Lower-Middle,77.77410839,68.09931881,481.022338867,25.517469406,13.5,18.025415,26.4,11.0388371,41.7,21.753124,,4.93610118,276.0765686,6.20897436,61.0,57.72882462,1.0
ALB,2014,Europe,Lower-Middle,78.01445206,68.32573611,479.410217285,24.680051804,13.2,18.544896,26.5,11.46256425,41.7,21.970249,,4.932575594,293.1267395,6.35884142,61.0,59.18069077,1.0
ALB,2015,Europe,Lower-Middle,77.76638448,68.19152535,510.094970703,22.654434204,13.3,19.087026,26.6,11.904903000000001,41.7,22.206703,25.0,4.957351631,253.93347168,6.38810158,62.0,57.34070206,3.0
ALB,2016,Europe,Lower-Middle,77.87870915,68.302619,527.899475098,20.18258667,12.5,19.649351,26.7,12.353819999999999,41.7,22.460785,,5.037514088,275.43676758,6.65018797,62.0,56.51747894,2.0
ALB,2017,Europe,Lower-Middle,77.91038596,68.34923347,552.737121582,18.184299469,12.0,20.227243,,12.8107565,41.8,22.729418,,5.016351077,295.52346802,6.50111914,64.0,57.18074036,3.0
ALB,2018,Europe,Upper-Middle,77.93851855,68.39032778,579.153137207,16.272708893,11.6,20.816164,,13.291751999999999,41.8,23.010658,,5.005463816,349.21127319,6.59002447,66.0,56.41461563,3.0
ALB,2019,Europe,Upper-Middle,77.9406744,68.40525475,606.845397949,14.535840988,11.3,21.41809,,13.8067295,41.8,23.305368,,4.88902819,366.34014893,6.78144073,67.0,56.41222382,3.0
AND,2010,Europe,High,,,,,,16.416441,26.8,9.430711800000001,34.5,31.829161,34.2,11.499341972,3286.52954102,7.68835258,72.0,11.61872387,2.0
AND,2011,Europe,High,,,,,,16.548447,26.8,9.42373705,34.1,31.382435,,11.216369181,3555.52319336,7.62052774,71.0,11.80098534,1.0
AND,2012,Europe,High,,,,,,16.665833,26.8,9.40737815,33.7,30.928501,,11.046841836,2788.69238281,6.71966314,72.0,13.62159538,1.0
AND,2013,Europe,High,,,,,,16.774096,26.8,9.44542605,33.2,30.483568,,10.839605539,2886.97241211,6.79758358,69.0,13.34360981,1.0
AND,2014,Europe,High,,,,,,16.880371,26.7,9.5198164,32.8,30.051455,,11.071938277,3005.21557617,6.77313089,72.0,12.75180912,1.0
AND,2015,Europe,High,,,,,,16.994801,26.7,9.59928605,32.4,29.632933,33.7,11.455293733,2672.49731445,6.91368532,72.0,13.12759209,2.0
AND,2016,Europe,High,,,,,,17.121673,26.7,9.692688749999999,32.0,29.231049,,11.896871127,2785.64599609,6.94162941,72.0,12.48209,1.0
AND,2017,Europe,High,,,,,,17.260967,,9.8091703,31.7,28.846487,,11.833408171,2876.24194336,7.07158232,72.0,12.09093952,1.0
AND,2018,Europe,High,,,,,,17.404455,,9.94752555,31.4,28.479269,,11.746833842,3159.16162109,7.37781096,73.0,12.34985161,1.0
AND,2019,Europe,High,,,,,,17.555156,,10.09675725,31.0,28.132069,,11.180908801,3021.078125,7.32238626,74.0,12.73200035,1.0
ARE,2010,Eastern Mediterranean,High,80.45344335,68.99058021,331.668182373,70.840637207,8.0,32.408139,28.0,23.399953500000002,39.2,56.908012,16.7,2.97196812,1619.98864746,3.74433136,72.0,17.94574356,4.0
ARE,2011,Eastern Mediterranean,High,80.25767057,68.87477264,347.04586792,70.840316772,8.3,32.086125,28.1,23.404499,39.4,57.686615,,2.984856632,1787.59997559,3.56666398,74.0,16.88403702,4.0
ARE,2012,Eastern Mediterranean,High,80.30618497,68.91491814,352.52947998,69.113685608,8.3,31.948605,28.1,23.382666999999998,39.7,58.49691,,3.22332462,1711.38525391,3.33596373,76.0,16.73880386,4.0
ARE,2013,Eastern Mediterranean,High,80.56393138,69.0866452,345.738952637,68.53263092,8.3,31.897157,28.2,23.343087,39.9,59.316189,,3.239669965,1789.68579102,3.50222182,79.0,17.15579414,4.0
ARE,2014,Eastern Mediterranean,High,80.64754288,69.15068583,344.342834473,67.131309509,8.4,31.890005,28.3,23.307108,40.1,60.131256,,2.72983243,1776.7310791,3.53405499,80.0,17.807827,4.0
ARE,2015,Eastern Mediterranean,High,80.71356774,69.19646165,344.33493042,66.15675354,8.4,31.910279,28.4,23.276607,40.3,60.934013,14.3,1.973162801,1479.49743652,3.46609354,81.0,17.78964996,4.0
ARE,2016,Eastern Mediterranean,High,80.78348374,69.2372599,345.427398682,67.060401917,8.4,31.959581,28.4,23.2419245,40.5,61.724548,,2.138977709,1592.91906738,3.89580107,81.0,15.99159431,4.0
ARE,2017,Eastern Mediterranean,High,80.92702059,69.33998282,344.215332031,68.585029602,8.6,31.996262,,23.082283,40.8,62.484783,,2.712165835,1695.203125,4.00854969,82.0,11.41661835,4.0
ARE,2018,Eastern Mediterranean,High,81.16639668,69.51205887,337.043029785,68.522842407,8.7,32.003281,,22.780728500000002,41.1,63.210701,,2.959847688,1872.58422852,4.09854221,83.0,12.69611263,4.0
ARE,2019,Eastern Mediterranean,High,81.41096307,69.6863442,328.664886475,67.94128418,8.7,32.001853,,22.4583705,41.4,63.919903,,2.022322107,1962.46728516,4.40291262,84.0,12.23162079,4.0
ARG,2010,Americas,Upper-Middle,75.76938267,65.82537667,468.382110596,35.155002594,17.3,24.722156,27.1,11.0239402,44.2,35.452991,28.0,8.512789572,979.7689209,9.4852438,78.0,26.66778946,4.0
ARG,2011,Americas,High,75.94927296,65.96714709,458.663787842,35.41223526,17.1,25.475958,27.2,11.191789499999999,44.5,35.652321,,8.363413169,1208.23120117,9.51042366,78.0,26.63217354,3.0
ARG,2012,Americas,High,76.1760553,66.15198684,451.231323242,35.785137177,16.9,26.258084,27.3,11.360625,44.9,35.863937,,8.376140818,1363.21618652,9.8851881,79.0,25.93460083,3.0
ARG,2013,Americas,High,76.20888199,66.19268083,443.149597168,35.860786438,16.6,27.068126,27.4,11.5252715,45.2,36.087597,,8.453028648,1428.91125488,9.92091465,80.0,26.43915558,3.0
ARG,2014,Americas,High,76.51452536,66.43944114,431.945648193,35.727432251,16.0,27.906281,27.5,11.687987,45.5,36.323486,,8.606041699,1291.32458496,9.79773045,80.0,26.69315529,3.0
ARG,2015,Americas,High,76.5300965,66.4804501,436.33291626,35.696674347,16.2,28.771749,27.6,11.853964000000001,45.9,36.571018,26.0,8.555053333,1523.90979004,10.27364159,81.0,25.82054329,4.0
ARG,2016,Americas,High,76.12474817,66.19880052,447.941436768,35.03332901,16.5,29.66297,27.7,12.015174,46.3,36.829533,,8.589587256,1276.79785156,10.05355549,81.0,26.47557259,4.0
ARG,2017,Americas,High,76.64354126,66.60261944,426.314483643,34.958095551,15.9,30.572641,,12.1716585,46.7,37.095299,,8.335004275,1491.11877441,10.26057911,80.0,20.74797821,4.0
ARG,2018,Americas,High,76.88825006,66.78873409,417.454345703,35.364742279,15.7,31.494874,,12.331230999999999,47.1,37.365471,,8.035864414,1195.59973145,10.17289257,79.0,24.02781868,4.0
ARG,2019,Americas,Upper-Middle,77.01582731,66.89652894,415.504150391,34.671871185,15.6,32.434347,,12.502832999999999,47.5,37.641727,,7.909628176,1007.45629883,10.11911297,79.0,23.27544212,4.0
ARM,2010,Europe,Lower-Middle,73.01384261,64.34158557,689.658874512,32.378231049,24.8,19.463408,26.0,11.735019,46.2,24.271294,26.9,4.989410846,291.77758789,9.23538303,65.0,77.62413025,2.0
ARM,2011,Europe,Lower-Middle,73.30611739,64.57398915,672.700195313,31.407716751,23.7,19.893146,26.1,11.886863,46.4,24.423233,,4.994915696,325.29086304,9.37588882,66.0,78.41966248,3.0
ARM,2012,Europe,Lower-Middle,73.66922093,64.86642185,653.91583252,31.585189819,23.7,20.321731,26.1,12.040273,46.6,24.582327,,4.909938996,331.91378784,9.13455009,68.0,78.58730316,3.0
ARM,2013,Europe,Upper-Middle,74.18785118,65.28902257,633.206542969,31.922222137,22.7,20.750707,26.2,12.2026075,46.7,24.749203,,4.995564627,392.85253906,10.32345009,69.0,82.8755722,3.0
ARM,2014,Europe,Upper-Middle,74.19757704,65.30876718,639.637573242,31.958946228,22.3,21.177164,26.2,12.3878495,46.9,24.924711,,5.054149845,404.33874512,10.17827892,70.0,82.48136902,4.0
ARM,2015,Europe,Upper-Middle,74.27859114,65.37019602,628.041748047,33.471225739,22.2,21.598479,26.3,12.6075345,47.0,25.107988,26.0,5.07300967,365.51950073,10.11762714,70.0,81.62987518,5.0
ARM,2016,Europe,Upper-Middle,74.40594896,65.47874944,626.032958984,33.637672424,21.6,22.01771,26.3,12.8691715,47.1,25.298203,,5.007727677,359.58227539,9.95194912,71.0,80.6469574,4.0
ARM,2017,Europe,Upper-Middle,75.18435169,66.10714309,596.589111328,33.287605286,21.3,22.429684,,13.150322,47.2,25.492775,,5.015269465,409.80145264,10.36270332,71.0,84.34803009,4.0
ARM,2018,Europe,Upper-Middle,75.62030513,66.41691512,550.129089355,34.777549744,20.1,22.835818,,13.4584025,47.3,25.690872,,5.17407018,428.34579468,10.00543404,70.0,84.27638245,4.0
ARM,2019,Europe,Upper-Middle,75.66635568,66.47682393,556.741027832,34.639701843,20.2,23.240523,,13.811207,47.3,25.895199,,4.967318098,533.69952393,11.3798008,71.0,84.79430389,4.0
ASM,2010,Western Pacific,,,,,,,71.625984,,36.59458,,,,,,,,,2.0
ASM,2011,Western Pacific,,,,,,,71.947783,,36.4722015,,,,,,,,,2.0
ASM,2012,Western Pacific,,,,,,,72.259849,,36.2928345,,,,,,,,,2.0
ASM,2013,Western Pacific,,,,,,,72.566152,,36.076531,,,,,,,,,2.0
ASM,2014,Western Pacific,,,,,,,72.871685,,35.847981,,,,,,,,,2.0
ASM,2015,Western Pacific,,,,,,,73.172534,,35.609679,,,,,,,,,2.0
ASM,2016,Western Pacific,,,,,,,73.475349,,35.3653835,,,,,,,,,2.0
ASM,2017,Western Pacific,,,,,,,73.785073,,35.10644,,,,,,,,,2.0
ASM,2018,Western Pacific,,,,,,,74.0816,,34.827222,,,,,,,,,2.0
ASM,2019,Western Pacific,,,,,,,74.367118,,34.5432205,,,,,,,,,2.0
ATG,2010,Americas,Upper-Middle,75.57823922,65.76684546,499.748535156,37.134647369,17.0,25.537002,26.1,17.8958215,41.8,33.514309,,8.567981426,724.08880615,4.75770044,79.0,24.68379784,4.0
ATG,2011,Americas,Upper-Middle,75.62067241,65.79155544,509.152404785,38.237926483,16.3,26.168439,26.2,18.5102845,41.9,33.878334,,8.599354603,717.28186035,4.81000614,79.0,25.77301407,4.0
ATG,2012,Americas,Upper-Middle,75.66312684,65.82234476,511.594512939,38.727054596,16.6,26.789513,26.3,19.107784000000002,42.1,34.238285,,8.751806163,753.50183105,4.81754541,81.0,26.8955822,4.0
ATG,2013,Americas,Upper-Middle,75.71757904,65.86590598,512.100280762,38.471916199,17.1,27.408746,26.4,19.6690505,42.1,34.602703,,8.958207187,739.10491943,4.9103117,82.0,26.76339149,4.0
ATG,2014,Americas,Upper-Middle,75.59206584,65.76819568,513.579223633,39.764762878,17.9,28.029713,26.5,20.209892500000002,42.2,34.972771,,9.062667918,826.75598145,5.32218313,83.0,25.34367752,4.0
ATG,2015,Americas,Upper-Middle,75.61540401,65.78181683,523.299926758,40.857189178,18.2,28.659719,26.6,20.7512975,42.3,35.349339,,9.351058414,789.30975342,4.90963078,83.0,23.53068924,4.0
ATG,2016,Americas,Upper-Middle,75.54812509,65.72074921,528.070068359,39.92829895,18.1,29.296759,26.7,21.2936855,42.4,35.730274,,9.972199975,817.88891602,4.93979549,83.0,27.5195961,4.0
ATG,2017,Americas,Upper-Middle,75.565575,65.72508125,538.352111816,39.862442017,17.7,29.939744,,21.825785500000002,42.4,36.117493,,10.708410749,791.12322998,4.66318989,82.0,26.5686245,4.0
ATG,2018,Americas,Upper-Middle,75.62352245,65.75885542,539.471130371,39.742061615,17.9,30.585235,,22.3430605,42.5,36.508934,,11.115105937,856.37127686,4.6865654,79.0,23.66021156,4.0
ATG,2019,Americas,Upper-Middle,75.65878463,65.78406019,546.473693848,41.089027405,18.5,31.235856,,22.8669255,42.6,36.904495,,10.397315618,808.14996338,4.27709961,79.0,24.26510048,4.0
AUS,2010,Western Pacific,High,81.91408232,69.62732322,314.668884277,24.20731163,9.9,24.957116,26.9,7.837959,29.5,26.243341,17.6,10.998137464,4947.96337891,8.4193306,88.0,19.74928665,2.0
AUS,2011,Western Pacific,High,81.93172968,69.65596114,314.58770752,23.789520264,9.8,25.353968,27.0,8.0640353,29.4,26.150757,,10.759037922,5876.88525391,8.53425312,88.0,19.17248344,2.0
AUS,2012,Western Pacific,High,82.27247326,69.93422223,303.239013672,23.51391983,9.4,25.741681,27.0,8.28120225,29.4,26.056353,,10.573058415,6038.87158203,8.67020702,89.0,19.93433952,2.0
AUS,2013,Western Pacific,High,82.46342447,70.09443752,297.732666016,24.12424469,9.4,26.137152,27.0,8.5045498,29.3,25.968069,,10.429183813,5811.86865234,8.7465601,89.0,19.52692413,2.0
AUS,2014,Western Pacific,High,82.36885018,70.06493221,299.55065918,23.95539856,9.3,26.546845,27.1,8.748323450000001,29.3,25.888777,,10.44135628,6098.25439453,9.82833862,89.0,17.84736443,2.0
AUS,2015,Western Pacific,High,82.287472,70.03689916,301.135162354,23.605033875,9.3,26.975617,27.1,9.0141289,29.3,25.819258,14.9,10.491004489,5271.93310547,10.13642025,89.0,16.91646767,2.0
AUS,2016,Western Pacific,High,82.59341791,70.26542415,292.111083984,23.416473389,9.0,27.423829,27.1,9.30058695,29.3,25.758631,,10.650048557,5418.43652344,10.08958244,89.0,16.63350677,2.0
AUS,2017,Western Pacific,High,82.67971308,70.31750379,287.114471436,22.987401962,8.7,27.881697,,9.6026992,29.2,25.702333,,10.70791218,5770.69042969,10.10880566,89.0,16.31333733,2.0
AUS,2018,Western Pacific,High,83.02313357,70.54178743,279.710021973,23.137952805,8.7,28.341359,,9.93057745,29.2,25.647364,,10.688375829,5843.64794922,10.08907509,89.0,16.48277283,2.0
AUS,2019,Western Pacific,High,82.64234014,70.25644524,288.038513184,23.053050995,9.0,28.802299,,10.29304175,29.3,25.593658,,10.884494345,5543.37841797,10.25421429,89.0,15.01641464,2.0
AUT,2010,Europe,High,80.39157197,69.36168034,371.256988525,23.565917969,12.4,14.02496,25.4,7.769707199999999,39.1,26.842659,33.5,12.437343683,4815.26953125,10.31620026,80.0,19.23719788,3.0
AUT,2011,Europe,High,80.73795859,69.6239956,359.612976074,22.979707718,12.2,14.10085,25.4,7.7907596,38.6,26.175217,,12.502471176,5191.92333984,10.1370182,81.0,19.31062889,2.0
AUT,2012,Europe,High,80.71875852,69.64677579,363.886291504,21.811443329,12.0,14.16579,25.5,7.8054808,38.0,25.510675,,12.388087715,4983.67724609,10.30198097,82.0,19.14427948,1.0
AUT,2013,Europe,High,80.91227276,69.80546803,358.814239502,21.65707016,11.8,14.231355,25.5,7.821659,37.4,24.857231,,12.434157365,5251.96826172,10.40574837,82.0,19.60377693,1.0
AUT,2014,Europe,High,81.23527679,70.04028409,346.581115723,21.866592407,11.7,14.307974,25.5,7.84563945,36.8,24.219566,,12.084369908,5418.47558594,10.51159096,83.0,19.61263084,0.0
AUT,2015,Europe,High,80.98621911,69.89998216,354.99697876,20.866533279,11.6,14.404292,25.5,7.866681750000001,36.1,23.59984,28.3,11.928003395,4649.59667969,10.51688385,83.0,19.84508324,1.0
AUT,2016,Europe,High,81.38820091,70.19626881,340.832885742,21.303358078,11.2,14.518945,25.6,7.9015207,35.5,23.002716,,11.702548068,4758.89892578,10.51713753,83.0,20.04564476,0.0
AUT,2017,Europe,High,81.38857295,70.23919997,340.259460449,20.277259827,10.8,14.640945,,7.96469265,35.0,22.42528,,11.768832599,4999.86962891,10.57132816,82.0,20.11006927,0.0
AUT,2018,Europe,High,81.42361625,70.27868451,337.538665771,20.493484497,10.9,14.767757,,8.0474649,34.4,21.862,,11.827838223,5394.55908203,10.5157156,81.0,19.29269981,0.0
AUT,2019,Europe,High,81.64847998,70.44474022,328.505950928,20.080869675,10.3,14.900239,,8.14665405,33.8,21.311939,,11.845427674,5313.19287109,10.62530422,82.0,18.7592411,0.0
AZE,2010,Europe,Lower-Middle,69.81386619,61.92890218,822.992126465,39.864139557,27.5,20.376062,26.4,11.2973175,39.7,22.484402,23.0,1.834103908,153.0665741,2.64634848,58.0,60.27914047,3.0
AZE,2011,Europe,Lower-Middle,70.38906117,62.40031259,795.558837891,39.913574219,26.2,20.902582,26.5,11.521946750000001,39.9,22.559334,,1.811063765,184.93493652,2.59547186,61.0,62.14058304,2.0
AZE,2012,Europe,Lower-Middle,71.2113018,63.06423479,753.723632813,40.560306549,25.2,21.428685,26.6,11.7493655,40.1,22.643986,,1.65799738,234.60324097,3.15682149,62.0,62.97990417,2.0
AZE,2013,Europe,Lower-Middle,72.08992478,63.76369353,706.105957031,41.54441452,23.6,21.952134,26.7,11.9961585,40.3,22.737562,,1.577207444,251.67863464,3.22551084,63.0,66.2504425,3.0
AZE,2014,Europe,Lower-Middle,72.71925019,64.265543,673.754943848,43.0900383,22.7,22.468962,26.8,12.2705655,40.5,22.838665,,1.576285042,280.22314453,3.58703041,63.0,67.54847717,3.0
AZE,2015,Europe,Lower-Middle,73.62700051,64.96044047,617.124633789,45.359214783,21.3,22.981963,26.9,12.592507999999999,40.6,22.94795,21.0,1.537363923,236.25979614,4.34131384,64.0,69.12871552,4.0
AZE,2016,Europe,Lower-Middle,73.96997105,65.2431409,608.524353027,45.628952026,21.1,23.496403,27.1,12.958708,40.7,23.066959,,1.568126948,169.69596863,4.42241955,65.0,70.02903748,3.0
AZE,2017,Europe,Lower-Middle,74.6254737,65.73464324,573.313781738,48.292865753,20.9,24.000728,,13.318622,40.8,23.190073,,1.691511948,167.01565552,4.07396507,65.0,71.84921265,3.0
AZE,2018,Europe,Lower-Middle,75.13145241,66.13742304,556.108215332,47.722099304,19.9,24.495217,,13.671062,40.9,23.316885,,2.016231361,180.03610229,3.83661342,65.0,73.38605499,3.0
AZE,2019,Europe,Lower-Middle,75.79966602,66.62391976,519.875976563,49.965305328,19.3,24.988432,,14.064592000000001,41.0,23.451277,,2.296668903,199.25746155,4.18188763,66.0,71.34140778,3.0
BDI,2010,Africa,Low,59.59915923,51.94288706,676.853759766,69.760795593,25.0,2.7064873,21.3,6.68743215,37.0,15.418589,9.8,6.250764982,24.45114708,11.28196716,40.0,28.18636131,0.0
BDI,2011,Africa,Low,60.40539714,52.65954088,668.694824219,69.86366272,24.7,2.8351024,21.4,6.6961514,36.8,15.226409,,5.318552727,23.16802216,10.06996346,42.0,25.47524261,0.0
BDI,2012,Africa,Low,61.17471181,53.34471532,664.482727051,70.124694824,24.6,2.9680599,21.4,6.7175772,36.5,15.046533,,4.739940512,20.01195908,8.63756466,47.0,22.40234756,0.0
BDI,2013,Africa,Low,61.79608792,53.90851483,662.643798828,70.176521301,24.5,3.1079454,21.5,6.75617995,36.3,14.881977,,4.147745825,20.26322556,8.62834644,45.0,20.86187553,0.0
BDI,2014,Africa,Low,62.32268744,54.38874044,658.325439453,70.279296875,24.5,3.2580793,21.6,6.8101173,35.9,14.736228,,4.450501593,18.06601143,7.21081543,50.0,31.00106621,0.0
BDI,2015,Africa,Low,62.7069542,54.73741688,648.507080078,70.090141296,24.1,3.419105,21.6,6.90536535,35.6,14.609781,8.8,4.350450521,17.67629051,6.29044485,49.0,31.20854759,0.0
BDI,2016,Africa,Low,63.24117705,55.21752537,648.717346191,70.217857361,24.1,3.5942536,21.7,7.0376727500000005,35.3,14.504001,,4.389621427,18.59472847,7.06148243,47.0,28.36751747,0.0
BDI,2017,Africa,Low,63.68241574,55.61667743,647.826416016,69.821968079,24.1,3.7859172,,7.177236300000001,34.9,14.418491,,4.437676649,19.16676521,6.95230389,46.0,28.9984951,0.0
BDI,2018,Africa,Low,64.02759286,55.93342516,644.709350586,69.243881226,23.9,3.9954331,,7.316832249999999,34.6,14.352973,,4.383549875,18.67819214,7.29396152,46.0,27.11566162,0.0
BDI,2019,Africa,Low,64.3185906,56.2073357,643.52532959,68.818557739,23.9,4.2229492,,7.46769085,34.2,14.306426,,4.459135997,22.2435379,9.05940628,49.0,22.21719551,0.0
BEL,2010,Europe,High,79.84805119,68.56545592,369.125213623,23.010734558,13.0,17.471328,25.9,6.9254428,34.9,36.952633,25.5,10.894400243,4626.02685547,10.41325188,84.0,21.3692112,2.0
BEL,2011,Europe,High,80.16687766,68.80474986,357.522735596,23.275644302,12.6,17.652149,26.0,7.123279950000001,34.5,35.898949,,10.884894242,4990.35595703,10.41302204,84.0,20.56370926,1.0
BEL,2012,Europe,High,80.07118579,68.77894462,362.207794189,22.83205986,12.2,17.820251,26.0,7.347222400000001,34.0,34.848465,,10.898400406,4763.93505859,10.5865345,85.0,20.42929077,1.0
BEL,2013,Europe,High,80.32474948,69.00364711,352.692993164,22.739809036,11.9,17.98908,26.0,7.59896335,33.4,33.810413,,11.031495601,5005.64990234,10.63787556,85.0,20.55278015,1.0
BEL,2014,Europe,High,80.94130643,69.47604051,333.215881348,22.996191025,11.5,18.166932,26.1,7.883994250000001,32.9,32.790192,,11.109330007,5110.17333984,10.62032604,85.0,20.00829506,1.0
BEL,2015,Europe,High,80.70631194,69.35862084,340.896759033,22.323358536,11.5,18.358223,26.1,8.187070499999999,32.3,31.791275,24.1,10.808958379,4465.45556641,10.88387299,86.0,19.43956184,2.0
BEL,2016,Europe,High,81.07460591,69.64158315,329.991729736,22.226390839,11.1,18.567449,26.1,8.5120078,31.7,30.81691,,10.394035198,4569.640625,10.89833736,86.0,18.9411087,1.0
BEL,2017,Europe,High,81.1512532,69.73442324,324.714630127,21.589078903,10.6,18.787187,,8.86512805,31.1,29.863253,,10.017255959,4827.59326172,10.94042683,86.0,19.12564468,1.0
BEL,2018,Europe,High,81.2494226,69.8347512,317.643981934,21.382368088,10.4,19.012664,,9.23695175,30.6,28.928074,,9.914241331,5233.68261719,10.9937973,86.0,19.3741951,1.0
BEL,2019,Europe,High,81.60895006,70.10246331,307.360656738,20.752889633,10.0,19.246539,,9.63088045,30.0,28.013346,,9.610797328,5087.45654297,10.85831451,86.0,20.59959984,1.0
BEN,2010,Africa,Low,61.3045144,53.23814209,638.85345459,64.877716064,22.4,7.6908566,23.1,6.2283726,35.1,17.111221,6.1,8.847741569,29.37720871,3.01848245,31.0,43.39034271,0.0
BEN,2011,Africa,Low,61.56618181,53.49516066,642.794006348,65.059814453,22.5,7.9218164,23.2,6.52716645,34.7,17.112789,,9.034143635,31.76816368,2.99865556,34.0,44.48669815,0.0
